state_po,county,2000vs2016,2000vs2004,2000vs2008,2000vs2012,2004vs2008,2004vs2012,2004vs2016,2008vs2012,2008vs2016,20012vs2016
MN,Pope,0.260792566,-0.005881549,-0.044123753,0.01959644,-0.038242204,0.025477989,0.266674115,0.063720193,0.304916319,0.241196126
MN,Ramsey,-0.183201191,-0.06627056,-0.131029439,-0.144009784,-0.064758879,-0.077739224,-0.116930631,-0.012980345,-0.052171752,-0.039191407
MN,Red Lake,0.195108985,-0.032030589,-0.186930439,-0.099085458,-0.15489985,-0.067054869,0.227139574,0.087844981,0.382039424,0.294194443
MN,Redwood,0.180756435,-0.025836899,-0.110720331,-0.045743619,-0.084883432,-0.01990672,0.206593334,0.064976712,0.291476766,0.226500054
MN,Renville,0.302650035,0.015084652,-0.055538426,0.035994214,-0.070623078,0.020909562,0.287565383,0.09153264,0.358188461,0.266655821
MN,Rice,0.117583353,0.004261487,-0.028028415,0.00425957,-0.032289902,-1.92E-06,0.113321866,0.032287985,0.145611768,0.113323783
MN,Rock,0.21710788,0.076100121,0.001975346,0.040367222,-0.074124775,-0.035732899,0.141007759,0.038391876,0.215132534,0.176740658
MN,Roseau,0.10244183,0.010002095,-0.184063525,-0.135558868,-0.19406562,-0.145560963,0.092439735,0.048504657,0.286505355,0.238000698
MN,Saint Louis,0.151264984,-0.049617951,-0.056798371,-0.028114785,-0.00718042,0.021503166,0.200882935,0.028683586,0.208063355,0.179379769
MN,Scott,0.005247698,0.052185429,-0.035348118,0.00079446,-0.087533547,-0.051390969,-0.046937731,0.036142578,0.040595816,0.004453238
MN,Sherburne,0.215277412,0.073383267,0.029330947,0.067855037,-0.04405232,-0.00552823,0.141894145,0.03852409,0.185946465,0.147422375
MN,Sibley,0.225779516,0.005385388,0.002432257,0.036517525,-0.002953131,0.031132137,0.220394128,0.034085268,0.223347259,0.189261991
MN,Stearns,0.155246093,-0.001708362,-0.051791985,-0.00108288,-0.050083623,0.000625482,0.156954455,0.050709105,0.207038078,0.156328973
MN,Steele,0.176111959,0.045761305,-0.028827262,-0.019756307,-0.074588567,-0.065517612,0.130350654,0.009070955,0.204939221,0.195868266
MN,Stevens,0.057508873,-0.033887516,-0.08162153,-0.064773186,-0.047734014,-0.03088567,0.091396389,0.016848344,0.139130403,0.122282059
MN,Swift,0.314930684,-0.060043819,-0.078648017,-0.039037543,-0.018604198,0.021006276,0.374974503,0.039610474,0.393578701,0.353968227
MN,Todd,0.304239538,-0.014744671,-0.060247466,-0.010228448,-0.045502795,0.004516223,0.318984209,0.050019018,0.364487004,0.314467986
MN,Traverse,0.142818284,-0.066864851,-0.144272479,-0.134614742,-0.077407628,-0.067749891,0.209683135,0.009657737,0.287090763,0.277433026
MN,Wabasha,0.195290785,-0.020323228,-0.04435444,-0.014756634,-0.024031212,0.005566594,0.215614013,0.029597806,0.239645225,0.210047419
MN,Wadena,0.222500287,-0.031595276,-0.058411728,0.010900282,-0.026816452,0.042495558,0.254095563,0.06931201,0.280912015,0.211600005
MN,Waseca,0.221034214,0.027294445,-0.021196243,-0.026577349,-0.048490688,-0.053871794,0.193739769,-0.005381106,0.242230457,0.247611563
MN,Washington,-0.035856701,0.016483851,-0.06078933,-0.024928458,-0.077273181,-0.041412309,-0.052340552,0.035860872,0.024932629,-0.010928243
MN,Watonwan,0.131663261,0.022463428,-0.066059799,-0.054741861,-0.088523227,-0.077205289,0.109199833,0.011317938,0.19772306,0.186405122
MN,Wilkin,0.07598274,0.02318385,-0.229208731,-0.104046594,-0.252392581,-0.127230444,0.05279889,0.125162137,0.305191471,0.180029334
MN,Winona,0.041370018,-0.043998899,-0.178531847,-0.116149648,-0.134532948,-0.072150749,0.085368917,0.062382199,0.219901865,0.157519666
MN,Wright,0.165812809,0.064035739,0.010688079,0.053431977,-0.05334766,-0.010603762,0.10177707,0.042743898,0.15512473,0.112380832
MN,Yellow Medicine,0.339468071,0.001027385,-0.055249669,0.050292197,-0.056277054,0.049264812,0.338440686,0.105541866,0.39471774,0.289175874
MS,Adams,-0.043749331,-0.002048517,-0.06406436,-0.086848455,-0.062015843,-0.084799938,-0.041700814,-0.022784095,0.020315029,0.043099124
MS,Alcorn,0.44425698,0.050561161,0.270754501,0.338792169,0.22019334,0.288231008,0.393695819,0.068037668,0.173502479,0.105464811
MS,Amite,0.069136451,0.002517138,-0.039055234,-0.004589871,-0.041572372,-0.007107009,0.066619313,0.034465363,0.108191685,0.073726322
MS,Attala,0.021455671,0.056111825,-0.023580021,-0.047130425,-0.079691846,-0.10324225,-0.034656154,-0.023550404,0.045035692,0.068586096
MS,Benton,0.225933126,0.029046171,0.115509004,0.090934432,0.086462833,0.061888261,0.196886955,-0.024574572,0.110424122,0.134998694
MS,Bolivar,-0.057232334,-0.020736331,-0.089903502,-0.116084415,-0.069167171,-0.095348084,-0.036496003,-0.026180913,0.032671168,0.058852081
MS,Calhoun,0.179857657,0.089856591,0.069536514,0.0504628,-0.020320077,-0.039393791,0.090001066,-0.019073714,0.110321143,0.129394857
MS,Carroll,0.091079193,0.022443235,0.02094012,0.0336925,-0.001503115,0.011249265,0.068635958,0.01275238,0.070139073,0.057386693
MS,Chickasaw,0.056401833,0.009602827,-0.02557808,-0.049341715,-0.035180907,-0.058944542,0.046799006,-0.023763635,0.081979913,0.105743548
MS,Choctaw,0.085067639,0.033541831,-0.01735598,0.022737995,-0.050897811,-0.010803836,0.051525808,0.040093975,0.102423619,0.062329644
MS,Claiborne,-0.137672709,-0.034513507,-0.118067009,-0.16433454,-0.083553502,-0.129821033,-0.103159202,-0.046267531,-0.0196057,0.026661831
MS,Clarke,0.018986835,0.047707966,-0.056778916,-0.073746903,-0.104486882,-0.121454869,-0.028721131,-0.016967987,0.075765751,0.092733738
MS,Clay,-0.041414948,0.071944689,-0.073480618,-0.102921776,-0.145425307,-0.174866465,-0.113359637,-0.029441158,0.03206567,0.061506828
MS,Coahoma,-0.237543133,-0.088694802,-0.237655947,-0.275658328,-0.148961145,-0.186963526,-0.148848331,-0.038002381,0.000112814,0.038115195
MS,Copiah,-0.124520431,0.050068116,-0.145134863,-0.179248576,-0.195202979,-0.229316692,-0.174588547,-0.034113713,0.020614432,0.054728145
MS,Covington,0.018759366,0.00255072,-0.048943191,-0.062924801,-0.051493911,-0.065475521,0.016208646,-0.01398161,0.067702557,0.081684167
MS,DeSoto,-0.095281927,0.015289506,-0.054099819,-0.10360949,-0.069389325,-0.118898996,-0.110571433,-0.049509671,-0.041182108,0.008327563
MS,Forrest,-0.081421765,0.023604874,-0.079209694,-0.105659181,-0.102814568,-0.129264055,-0.105026639,-0.026449487,-0.002212071,0.024237416
MS,Franklin,0.046102131,0.056386213,0.013934949,-0.013475497,-0.042451264,-0.06986171,-0.010284082,-0.027410446,0.032167182,0.059577628
MS,George,0.34070004,0.127235503,0.229717516,0.27730082,0.102482013,0.150065317,0.213464537,0.047583304,0.110982524,0.06339922
MS,Greene,0.228120143,0.058611917,0.121543237,0.143490184,0.06293132,0.084878267,0.169508226,0.021946947,0.106576906,0.084629959
MS,Grenada,0.044125817,0.065228996,0.003669226,-0.041351028,-0.06155977,-0.106580024,-0.021103179,-0.045020254,0.040456591,0.085476845
MS,Hancock,0.282428959,0.105427919,0.232971971,0.215960158,0.127544052,0.110532239,0.17700104,-0.017011813,0.049456988,0.066468801
MS,Harrison,0.053778562,0.013274381,0.011508555,0.008955652,-0.001765826,-0.004318729,0.040504181,-0.002552903,0.042270007,0.04482291
MS,Hinds,-0.344013122,-0.095287093,-0.287728461,-0.333217421,-0.192441368,-0.237930328,-0.248726029,-0.04548896,-0.056284661,-0.010795701
MS,Holmes,-0.193253021,-0.048324282,-0.162490659,-0.213666489,-0.114166377,-0.165342207,-0.144928739,-0.05117583,-0.030762362,0.020413468
MS,Humphreys,-0.284103239,-0.122702353,-0.257373665,-0.33342466,-0.134671312,-0.210722307,-0.161400886,-0.076050995,-0.026729574,0.049321421
MS,Issaquena,0.062080488,0.124966583,-0.026422568,-0.024054543,-0.151389151,-0.149021126,-0.062886095,0.002368025,0.088503056,0.086135031
MS,Itawamba,0.471414814,0.131010235,0.283571557,0.326578191,0.152561322,0.195567956,0.340404579,0.043006634,0.187843257,0.144836623
MS,Jackson,0.030813715,0.032342867,-0.015074691,-0.008114642,-0.047417558,-0.040457509,-0.001529152,0.006960049,0.045888406,0.038928357
MS,Jasper,-0.068409125,-0.063914675,-0.126347093,-0.126259081,-0.062432418,-0.062344406,-0.00449445,8.80E-05,0.057937968,0.057849956
MS,Jefferson,-0.096132842,0.010327274,-0.103981945,-0.144266247,-0.114309219,-0.154593521,-0.106460116,-0.040284302,0.007849103,0.048133405
MS,Jefferson Davis,-0.12620396,0.024854241,-0.140519909,-0.181556015,-0.16537415,-0.206410256,-0.151058201,-0.041036106,0.014315949,0.055352055
MS,Jones,0.08083498,0.086278996,0.033402849,0.02603837,-0.052876147,-0.060240626,-0.005444016,-0.007364479,0.047432131,0.05479661
MS,Kemper,-0.13319039,0.017320327,-0.160663609,-0.194079114,-0.177983936,-0.211399441,-0.150510717,-0.033415505,0.027473219,0.060888724
MS,Lafayette,-0.005390718,0.027871435,-0.029184387,-0.000192321,-0.057055822,-0.028063756,-0.033262153,0.028992066,0.023793669,-0.005198397
MS,Lamar,-0.009757953,0.050411896,-0.000918525,-0.014490065,-0.051330421,-0.064901961,-0.060169849,-0.01357154,-0.008839428,0.004732112
MS,Lauderdale,-0.123473419,-0.025816437,-0.153648263,-0.193750693,-0.127831826,-0.167934256,-0.097656982,-0.04010243,0.030174844,0.070277274
MS,Lawrence,0.171464622,0.14400797,0.12887623,0.130929055,-0.01513174,-0.013078915,0.027456652,0.002052825,0.042588392,0.040535567
MS,Leake,-0.048225333,0.019697654,-0.083157668,-0.102741296,-0.102855322,-0.12243895,-0.067922987,-0.019583628,0.034932335,0.054515963
MS,Lee,0.115001056,0.077256084,0.050934794,0.023646357,-0.02632129,-0.053609727,0.037744972,-0.027288437,0.064066262,0.091354699
MS,Leflore,-0.253268249,-0.083342614,-0.210218467,-0.275687095,-0.126875853,-0.192344481,-0.169925635,-0.065468628,-0.043049782,0.022418846
MS,Lincoln,0.079281825,0.063411699,0.000939625,0.005345587,-0.062472074,-0.058066112,0.015870126,0.004405962,0.0783422,0.073936238
MS,Lowndes,-0.144317849,0.027267317,-0.172428809,-0.19630524,-0.199696126,-0.223572557,-0.171585166,-0.023876431,0.02811096,0.051987391
MS,Madison,-0.132065084,0.006942957,-0.134872415,-0.134087534,-0.141815372,-0.141030491,-0.139008041,0.000784881,0.002807331,0.00202245
MS,Marion,0.111820366,0.098534342,0.071338958,0.058125067,-0.027195384,-0.040409275,0.013286024,-0.013213891,0.040481408,0.053695299
MS,Marshall,0.142427472,0.063857781,0.056651604,0.043571412,-0.007206177,-0.020286369,0.078569691,-0.013080192,0.085775868,0.09885606
MS,Monroe,0.17149834,0.078040183,0.05224867,0.036834363,-0.025791513,-0.04120582,0.093458157,-0.015414307,0.11924967,0.134663977
MS,Montgomery,0.049353527,0.007047184,-0.010292189,-0.043174809,-0.017339373,-0.050221993,0.042306343,-0.03288262,0.059645716,0.092528336
MS,Neshoba,0.046165199,0.075728287,0.024597223,0.006826202,-0.051131064,-0.068902085,-0.029563088,-0.017771021,0.021567976,0.039338997
MS,Newton,-0.036705359,0.0197299,-0.10350851,-0.123971742,-0.12323841,-0.143701642,-0.056435259,-0.020463232,0.066803151,0.087266383
MS,Noxubee,-0.190544397,-0.057021944,-0.158633593,-0.199873253,-0.101611649,-0.142851309,-0.133522453,-0.04123966,-0.031910804,0.009328856
MS,Oktibbeha,-0.11801941,0.031756608,-0.10272404,-0.120840478,-0.134480648,-0.152597086,-0.149776018,-0.018116438,-0.01529537,0.002821068
MS,Panola,0.041233536,0.054592272,-0.025145649,-0.046137522,-0.079737921,-0.100729794,-0.013358736,-0.020991873,0.066379185,0.087371058
MS,Pearl River,0.225250442,0.11184112,0.184758649,0.170537791,0.072917529,0.058696671,0.113409322,-0.014220858,0.040491793,0.054712651
MS,Perry,0.137231225,0.09361044,0.049887248,0.056730686,-0.043723192,-0.036879754,0.043620785,0.006843438,0.087343977,0.080500539
MS,Pike,-0.067028842,-0.00518475,-0.099681893,-0.146673396,-0.094497143,-0.141488646,-0.061844092,-0.046991503,0.032653051,0.079644554
MS,Pontotoc,0.209558087,0.120184397,0.124589935,0.132597595,0.004405538,0.012413198,0.08937369,0.00800766,0.084968152,0.076960492
MS,Prentiss,0.351471651,0.109849401,0.219947296,0.210534827,0.110097895,0.100685426,0.24162225,-0.009412469,0.131524355,0.140936824
MS,Quitman,-0.148461982,0.044415518,-0.112413111,-0.191383904,-0.156828629,-0.235799422,-0.1928775,-0.078970793,-0.036048871,0.042921922
MS,Rankin,-0.074908703,-0.016466416,-0.064552443,-0.080169339,-0.048086027,-0.063702923,-0.058442287,-0.015616896,-0.01035626,0.005260636
MS,Scott,-0.046804491,0.03094904,-0.089083531,-0.128559314,-0.120032571,-0.159508354,-0.077753531,-0.039475783,0.04227904,0.081754823
MS,Sharkey,-0.141654909,0.075544186,-0.152903497,-0.195011397,-0.228447683,-0.270555583,-0.217199095,-0.0421079,0.011248588,0.053356488
MS,Simpson,-0.007998198,0.035920125,-0.091059184,-0.095660994,-0.126979309,-0.131581119,-0.043918323,-0.00460181,0.083060986,0.087662796
MS,Smith,0.072275361,0.080224166,0.026196019,0.009577746,-0.054028147,-0.07064642,-0.007948805,-0.016618273,0.046079342,0.062697615
MS,Stone,0.163230786,0.089834565,0.071755221,0.087015805,-0.018079344,-0.00281876,0.073396221,0.015260584,0.091475565,0.076214981
MS,Sunflower,-0.218001807,-0.073882828,-0.220144018,-0.277799622,-0.14626119,-0.203916794,-0.144118979,-0.057655604,0.002142211,0.059797815
MS,Tallahatchie,-0.038072629,0.005163427,-0.079533936,-0.11352136,-0.084697363,-0.118684787,-0.043236056,-0.033987424,0.041461307,0.075448731
MS,Tate,0.110593051,0.020342681,0.013752146,-0.002990717,-0.006590535,-0.023333398,0.09025037,-0.016742863,0.096840905,0.113583768
MS,Tippah,0.290215776,0.042033056,0.153721946,0.185840022,0.11168889,0.143806966,0.24818272,0.032118076,0.13649383,0.104375754
MS,Tishomingo,0.540056752,0.111123779,0.320351024,0.369122892,0.209227245,0.257999113,0.428932973,0.048771868,0.219705728,0.17093386
MS,Tunica,-0.192827864,-0.071133389,-0.207525006,-0.275787986,-0.136391617,-0.204654597,-0.121694475,-0.06826298,0.014697142,0.082960122
MS,Union,0.306857748,0.140558329,0.181236204,0.185019474,0.040677875,0.044461145,0.166299419,0.00378327,0.125621544,0.121838274
MS,Walthall,-0.007017101,0.01483895,-0.087139538,-0.106691294,-0.101978488,-0.121530244,-0.021856051,-0.019551756,0.080122437,0.099674193
MS,Warren,-0.158069429,-0.007522049,-0.152405491,-0.19832612,-0.144883442,-0.190804071,-0.15054738,-0.045920629,-0.005663938,0.040256691
MS,Washington,-0.198938083,-0.031781151,-0.182030978,-0.256763612,-0.150249827,-0.224982461,-0.167156932,-0.074732634,-0.016907105,0.057825529
MS,Wayne,0.04223596,0.040758146,0.003421434,-0.024673544,-0.037336712,-0.06543169,0.001477814,-0.028094978,0.038814526,0.066909504
MS,Webster,0.221853623,0.108315925,0.13914735,0.173849666,0.030831425,0.065533741,0.113537698,0.034702316,0.082706273,0.048003957
MS,Wilkinson,-0.089608642,-0.005281607,-0.110140106,-0.13624182,-0.104858499,-0.130960213,-0.084327035,-0.026101714,0.020531464,0.046633178
MS,Winston,0.003079638,0.034544431,-0.033449989,-0.05920029,-0.06799442,-0.093744721,-0.031464793,-0.025750301,0.036529627,0.062279928
MS,Yalobusha,0.169677232,0.143190813,0.109157403,0.077736428,-0.03403341,-0.065454385,0.026486419,-0.031420975,0.060519829,0.091940804
MS,Yazoo,-0.101003001,0.050088822,-0.096566089,-0.16746821,-0.146654911,-0.217557032,-0.151091823,-0.070902121,-0.004436912,0.066465209
MO,Adair,0.062704245,-0.059397412,-0.171563053,-0.04328619,-0.112165641,0.016111222,0.122101657,0.128276863,0.234267298,0.105990435
MO,Andrew,0.304480633,0.048949684,0.019032926,0.137079038,-0.029916758,0.088129354,0.255530949,0.118046112,0.285447707,0.167401595
MO,Atchison,0.284211935,0.085257981,0.041092235,0.149610436,-0.044165746,0.064352455,0.198953954,0.108518201,0.2431197,0.134601499
MO,Audrain,0.367819696,0.114360861,0.090139849,0.19537078,-0.024221012,0.081009919,0.253458835,0.105230931,0.277679847,0.172448916
MO,Barry,0.293717051,0.082810969,0.046975735,0.143343169,-0.035835234,0.0605322,0.210906082,0.096367434,0.246741316,0.150373882
MO,Barton,0.251631304,0.084470786,0.047981312,0.105323913,-0.036489474,0.020853127,0.167160518,0.057342601,0.203649992,0.146307391
MO,Bates,0.436063102,0.079458703,0.078337744,0.206706353,-0.001120959,0.12724765,0.356604399,0.128368609,0.357725358,0.229356749
MO,Benton,0.415373218,0.101776878,0.08088296,0.201586524,-0.020893918,0.099809646,0.31359634,0.120703564,0.334490258,0.213786694
MO,Bollinger,0.387152554,0.059240557,0.055473562,0.189162715,-0.003766995,0.129922158,0.327911997,0.133689153,0.331678992,0.197989839
MO,Boone,-0.052264475,0.008536446,-0.113340425,-0.024300983,-0.121876871,-0.032837429,-0.060800921,0.089039442,0.06107595,-0.027963492
MO,Buchanan,0.280049839,0.072093289,0.017666614,0.106385309,-0.054426675,0.03429202,0.20795655,0.088718695,0.262383225,0.17366453
MO,Butler,0.329160052,0.141766128,0.088441186,0.181048493,-0.053324942,0.039282365,0.187393924,0.092607307,0.240718866,0.148111559
MO,Caldwell,0.365064934,0.031988217,-0.006080791,0.148003078,-0.038069008,0.116014861,0.333076717,0.154083869,0.371145725,0.217061856
MO,Callaway,0.32041385,0.156002297,0.097195265,0.211263317,-0.058807032,0.05526102,0.164411553,0.114068052,0.223218585,0.109150533
MO,Camden,0.304840334,0.113731827,0.048709311,0.157459429,-0.065022516,0.043727602,0.191108507,0.108750118,0.256131023,0.147380905
MO,Cape Girardeau,0.148576209,0.031634234,-0.015352351,0.086369191,-0.046986585,0.054734957,0.116941975,0.101721542,0.16392856,0.062207018
MO,Carroll,0.35210062,0.059690391,0.037864061,0.170582854,-0.02182633,0.110892463,0.292410229,0.132718793,0.314236559,0.181517766
MO,Carter,0.402813841,0.038708224,0.034336236,0.176259149,-0.004371988,0.137550925,0.364105617,0.141922913,0.368477605,0.226554692
MO,Cass,0.213203593,0.094344614,0.051568238,0.13877486,-0.042776376,0.044430246,0.118858979,0.087206622,0.161635355,0.074428733
MO,Cedar,0.363839545,0.101419172,0.061968331,0.195761233,-0.039450841,0.094342061,0.262420373,0.133792902,0.301871214,0.168078312
MO,Chariton,0.397234562,-0.000402366,0.005852514,0.155907657,0.00625488,0.156310023,0.397636928,0.150055143,0.391382048,0.241326905
MO,Christian,0.242010403,0.117810481,0.059831436,0.166916816,-0.057979045,0.049106335,0.124199922,0.10708538,0.182178967,0.075093587
MO,Clark,0.516464119,0.005222233,0.037881196,0.080063044,0.032658963,0.074840811,0.511241886,0.042181848,0.478582923,0.436401075
MO,Clay,0.110490281,0.067636386,0.006900809,0.084121641,-0.060735577,0.016485255,0.042853895,0.077220832,0.103589472,0.02636864
MO,Clinton,0.401775677,0.079044831,0.072779707,0.188896486,-0.006265124,0.109851655,0.322730846,0.116116779,0.32899597,0.212879191
MO,Cole,0.119170051,0.106711324,0.021617576,0.089392741,-0.085093748,-0.017318583,0.012458727,0.067775165,0.097552475,0.02977731
MO,Cooper,0.240659557,0.132372892,0.015828712,0.099612665,-0.11654418,-0.032760227,0.108286665,0.083783953,0.224830845,0.141046892
MO,Crawford,0.439382475,0.049837329,0.038717541,0.194492017,-0.011119788,0.144654688,0.389545146,0.155774476,0.400664934,0.244890458
MO,Dade,0.304828162,0.114815622,0.068741548,0.162234625,-0.046074074,0.047419003,0.19001254,0.093493077,0.236086614,0.142593537
MO,Dallas,0.393240984,0.100960464,0.064376472,0.16723878,-0.036583992,0.066278316,0.29228052,0.102862308,0.328864512,0.226002204
MO,Daviess,0.382619737,0.065815816,0.043629089,0.146555941,-0.022186727,0.080740125,0.316803921,0.102926852,0.338990648,0.236063796
MO,DeKalb,0.393379297,0.065510977,0.057778757,0.230219353,-0.00773222,0.164708376,0.32786832,0.172440596,0.33560054,0.163159944
MO,Dent,0.320386245,0.03698768,0.018201224,0.136242001,-0.018786456,0.099254321,0.283398565,0.118040777,0.302185021,0.184144244
MO,Douglas,0.286615407,0.046999411,-0.051296826,0.059471143,-0.098296237,0.012471732,0.239615996,0.110767969,0.337912233,0.227144264
MO,Dunklin,0.490129318,0.110265623,0.167342083,0.256245014,0.05707646,0.145979391,0.379863695,0.088902931,0.322787235,0.233884304
MO,Franklin,0.315537934,0.028527082,-0.02147126,0.133892349,-0.049998342,0.105365267,0.287010852,0.155363609,0.337009194,0.181645585
MO,Gasconade,0.265823562,0.042804928,-0.051731357,0.100328462,-0.094536285,0.057523534,0.223018634,0.152059819,0.317554919,0.1654951
MO,Gentry,0.3973,0.105877618,0.060415335,0.189419555,-0.045462283,0.083541937,0.291422382,0.12900422,0.336884665,0.207880445
MO,Greene,0.097480248,0.07356531,-0.017269886,0.068065908,-0.090835196,-0.005499402,0.023914938,0.085335794,0.114750134,0.02941434
MO,Grundy,0.322146339,0.034939113,0.000716439,0.115510417,-0.034222674,0.080571304,0.287207226,0.114793978,0.3214299,0.206635922
MO,Harrison,0.341453076,0.051511529,0.006209054,0.137152979,-0.045302475,0.08564145,0.289941547,0.130943925,0.335244022,0.204300097
MO,Henry,0.410607251,0.107079783,0.04226574,0.191512175,-0.064814043,0.084432392,0.303527468,0.149246435,0.368341511,0.219095076
MO,Hickory,0.484928706,0.103932051,0.082959187,0.18568245,-0.020972864,0.081750399,0.380996655,0.102723263,0.401969519,0.299246256
MO,Holt,0.344793357,0.065609381,0.051061586,0.182530142,-0.014547795,0.116920761,0.279183976,0.131468556,0.293731771,0.162263215
MO,Howard,0.305447139,0.087461052,0.03424734,0.161705535,-0.053213712,0.074244483,0.217986087,0.127458195,0.271199799,0.143741604
MO,Howell,0.319902495,0.054063691,-0.002914193,0.126377794,-0.056977884,0.072314103,0.265838804,0.129291987,0.322816688,0.193524701
MO,Iron,0.480988535,0.024666169,-0.071590394,0.100904611,-0.096256563,0.076238442,0.456322366,0.172495005,0.552578929,0.380083924
MO,Jackson,0.323109346,0.294113154,0.217185705,0.291188495,-0.076927449,-0.002924659,0.028996192,0.07400279,0.105923641,0.031920851
MO,Jasper,0.155767497,0.066801474,-0.019316594,0.058849122,-0.086118068,-0.007952352,0.088966023,0.078165716,0.175084091,0.096918375
MO,Jefferson,0.376642321,0.030042005,-0.001230503,0.151140778,-0.031272508,0.121098773,0.346600316,0.152371281,0.377872824,0.225501543
MO,Johnson,0.224845742,0.077003026,-0.021323703,0.098682061,-0.098326729,0.021679035,0.147842716,0.120005764,0.246169445,0.126163681
MO,Knox,0.34092015,0.011854979,0.010188925,0.045444701,-0.001666054,0.033589722,0.329065171,0.035255776,0.330731225,0.295475449
MO,Laclede,0.308250477,0.092873298,0.011367666,0.110121091,-0.081505632,0.017247793,0.215377179,0.098753425,0.296882811,0.198129386
MO,Lafayette,0.33310387,0.096750649,0.04929304,0.158895744,-0.047457609,0.062145095,0.236353221,0.109602704,0.28381083,0.174208126
MO,Lawrence,0.294081894,0.107699936,0.055189183,0.154515529,-0.052510753,0.046815593,0.186381958,0.099326346,0.238892711,0.139566365
MO,Lewis,0.459443271,0.15718689,0.086746955,0.191794137,-0.070439935,0.034607247,0.302256381,0.105047182,0.372696316,0.267649134
MO,Lincoln,0.40433365,0.048803578,0.014432431,0.191484086,-0.034371147,0.142680508,0.355530072,0.177051655,0.389901219,0.212849564
MO,Linn,0.409921177,0.066663507,-0.015193584,0.134941164,-0.081857091,0.068277657,0.34325767,0.150134748,0.425114761,0.274980013
MO,Livingston,0.358251769,0.07133293,0.033201077,0.142289187,-0.038131853,0.070956257,0.286918839,0.10908811,0.325050692,0.215962582
MO,McDonald,0.242103576,0.020559742,-0.022995792,0.085489575,-0.043555534,0.064929833,0.221543834,0.108485367,0.265099368,0.156614001
MO,Macon,0.360457053,0.042813876,0.043889945,0.136865668,0.001076069,0.094051792,0.317643177,0.092975723,0.316567108,0.223591385
MO,Madison,0.437510241,0.045188053,0.025524522,0.187931151,-0.019663531,0.142743098,0.392322188,0.162406629,0.411985719,0.24957909
MO,Maries,0.443119299,0.113492616,0.103956004,0.239424769,-0.009536612,0.125932153,0.329626683,0.135468765,0.339163295,0.20369453
MO,Marion,0.363658593,0.127799811,0.106205448,0.187177868,-0.021594363,0.059378057,0.235858782,0.08097242,0.257453145,0.176480725
MO,Mercer,0.350486422,-0.033333691,-0.005453727,0.167707832,0.027879964,0.201041523,0.383820113,0.173161559,0.355940149,0.18277859
MO,Miller,0.368460945,0.155103227,0.076346114,0.202841134,-0.078757113,0.047737907,0.213357718,0.12649502,0.292114831,0.165619811
MO,Mississippi,0.483616893,0.169072394,0.216161407,0.300727459,0.047089013,0.131655065,0.314544499,0.084566052,0.267455486,0.182889434
MO,Moniteau,0.339926782,0.161126037,0.095709211,0.218691323,-0.065416826,0.057565286,0.178800745,0.122982112,0.244217571,0.121235459
MO,Monroe,0.477918577,0.151755603,0.115454982,0.21046262,-0.036300621,0.058707017,0.326162974,0.095007638,0.362463595,0.267455957
MO,Montgomery,0.362849,0.054620812,-0.006615526,0.137302591,-0.061236338,0.082681779,0.308228188,0.143918117,0.369464526,0.225546409
MO,Morgan,0.410485103,0.141450342,0.05070562,0.185262688,-0.090744722,0.043812346,0.269034761,0.134557068,0.359779483,0.225222415
MO,New Madrid,0.497897615,0.099709946,0.195452917,0.247074613,0.095742971,0.147364667,0.398187669,0.051621696,0.302444698,0.250823002
MO,Newton,0.217066864,0.076805271,0.033091893,0.100807588,-0.043713378,0.024002317,0.140261593,0.067715695,0.183974971,0.116259276
MO,Nodaway,0.229469342,0.059083098,-0.07250299,0.092020059,-0.131586088,0.032936961,0.170386244,0.164523049,0.301972332,0.137449283
MO,Oregon,0.37597813,-0.022696291,-0.041951345,0.106689542,-0.019255054,0.129385833,0.398674421,0.148640887,0.417929475,0.269288588
MO,Osage,0.326498276,0.136286132,0.086992285,0.198613836,-0.049293847,0.062327704,0.190212144,0.111621551,0.239505991,0.12788444
MO,Ozark,0.360246148,0.03653553,-0.018566836,0.121675984,-0.055102366,0.085140454,0.323710618,0.14024282,0.378812984,0.238570164
MO,Pemiscot,0.416343861,0.084180964,0.212944697,0.228013081,0.128763733,0.143832117,0.332162897,0.015068384,0.203399164,0.18833078
MO,Perry,0.2424357,-0.014879366,-0.082378425,0.06229377,-0.067499059,0.077173136,0.257315066,0.144672195,0.324814125,0.18014193
MO,Pettis,0.235105324,0.098168957,-0.009042844,0.054061219,-0.107211801,-0.044107738,0.136936367,0.063104063,0.244148168,0.181044105
MO,Phelps,0.231048156,0.081425999,0.024756847,0.138107492,-0.056669152,0.056681493,0.149622157,0.113350645,0.206291309,0.092940664
MO,Pike,0.457412116,0.067720234,0.086719831,0.260124488,0.018999597,0.192404254,0.389691882,0.173404657,0.370692285,0.197287628
MO,Platte,0.047962261,0.044273586,-0.007672804,0.069204537,-0.05194639,0.024930951,0.003688675,0.076877341,0.055635065,-0.021242276
MO,Polk,0.292910949,0.111998046,0.047122689,0.158015463,-0.064875357,0.046017417,0.180912903,0.110892774,0.24578826,0.134895486
MO,Pulaski,0.256239796,0.15528459,0.027537068,0.101218629,-0.127747522,-0.054065961,0.100955206,0.073681561,0.228702728,0.155021167
MO,Putnam,0.295588181,-0.015987194,0.00389231,0.0911561,0.019879504,0.107143294,0.311575375,0.08726379,0.291695871,0.204432081
